Kepler ID,KOI Name,Kepler Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,DV Report,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Disposition Score
5688790,K03144.01,Kepler-1439 b,CANDIDATE,CONFIRMED,19 02 57.554,+40 58 48.18,540.04161,8.07394097,1056,2.455,,0.928,85.44,0.059,0,,0.037,11.67,1.59,420,3675,4.869,-0.32,0.398,0.428,,q1_q17_dr25_stellar,1E+26,51,1,0.809,Mandel and Agol (2002 ApJ 580 171),16,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005688790/kplr005688790-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005688790/kplr005688790-01-20160209194854_dvs.pdf,0,0,0,0,0.858
5688910,K02856.01,Kepler-1369 b,CANDIDATE,CONFIRMED,19 03 11.338,+40 56 10.25,143.28644,25.8730914,694.4,5.085,,0.196,89.71,0.174,0,,0.024,39.08,2.88,667,6036,4.382,0.02,1.093,1.048,,q1_q17_dr25_stellar,1.11E+31,21,1,0.745,Mandel and Agol (2002 ApJ 580 171),20.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005688910/kplr005688910-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005688910/kplr005688910-01-20160209194854_dvs.pdf,0,0,0,0,0.918
5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE,19 03 22.032,+40 55 31.62,136.9568,23.8706941,6386.3,3.4812,,1.293,87.23,0.163,0,,0.39,26.7,49.6,711,6022,4.308,-0.1,1.166,1.007,,q1_q17_dr25_stellar,1E+22,4,1,0.451,Mandel and Agol (2002 ApJ 580 171),114.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005688997/kplr005688997-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005688997/kplr005688997-01-20160209194854_dvs.pdf,0,1,0,0,0
5689351,K00505.01,Kepler-169 e,CANDIDATE,CONFIRMED,19 03 59.971,+40 55 09.55,174.81089,13.76710058,684.8,2.9105,,0.806,87.99,0.105,0,,0.027,23,2.24,595,5001,4.582,0.04,0.76,0.806,,q1_q17_dr25_stellar,1.11101E+31,77,5,0.184,Mandel and Agol (2002 ApJ 580 171),41.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005689351/kplr005689351-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005689351/kplr005689351-01-20160209194854_dvs.pdf,0,0,0,0,1
5689351,K00505.02,Kepler-169 c,CANDIDATE,CONFIRMED,19 03 59.971,+40 55 09.55,134.71507,6.1954595,296.4,2.952,,0.647,87.06,0.061,0,,0.017,12.6,1.37,776,5001,4.582,0.04,0.76,0.806,,q1_q17_dr25_stellar,1.11101E+31,144,5,0.789,Mandel and Agol (2002 ApJ 580 171),27.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005689351/kplr005689351-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005689351/kplr005689351-05-20160209194854_dvs.pdf,0,0,0,0,0.996
5689351,K00505.03,Kepler-169 b,CANDIDATE,CONFIRMED,19 03 59.971,+40 55 09.55,133.69472,3.25058201,218.4,2.2537,,0.684,85.27,0.04,0,,0.014,8.3,1.19,962,5001,4.582,0.04,0.76,0.806,,q1_q17_dr25_stellar,1.11101E+31,309,5,0.848,Mandel and Agol (2002 ApJ 580 171),24,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005689351/kplr005689351-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005689351/kplr005689351-03-20160209194854_dvs.pdf,0,0,0,0,1
5689351,K00505.04,Kepler-169 d,CANDIDATE,CONFIRMED,19 03 59.971,+40 55 09.55,136.84111,8.34819209,288.9,2.835,,0.799,86.78,0.075,0,,0.017,14.21,1.45,702,5001,4.582,0.04,0.76,0.806,,q1_q17_dr25_stellar,1.11101E+31,114,5,0.106,Mandel and Agol (2002 ApJ 580 171),22.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005689351/kplr005689351-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005689351/kplr005689351-04-20160209194854_dvs.pdf,0,0,0,0,0.998
5689351,K00505.05,Kepler-169 f,CANDIDATE,CONFIRMED,19 03 59.971,+40 55 09.55,187.31231,87.0912594,1129.1,7,,0.845,89.15,0.358,0,,0.036,56.9,2.95,321,5001,4.582,0.04,0.76,0.806,,q1_q17_dr25_stellar,1.11101E+31,12,5,0.342,Mandel and Agol (2002 ApJ 580 171),41.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005689351/kplr005689351-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005689351/kplr005689351-02-20160209194854_dvs.pdf,0,0,0,0,0.981
5695396,K00283.01,Kepler-131 b,CANDIDATE,CONFIRMED,19 14 07.397,+40 56 32.28,170.598832,16.09196369,415.8,2.8943,,0.546,89.14,0.124,0,,0.019,36.55,2.13,718,5680,4.414,0.12,1.016,0.978,,q1_q17_dr25_stellar,1.11111E+31,87,3,0.317,Mandel and Agol (2002 ApJ 580 171),84.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005695396/kplr005695396-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005695396/kplr005695396-01-20160209194854_dvs.pdf,0,0,0,0,0.976
5695396,K00283.02,Kepler-131 c,CANDIDATE,CONFIRMED,19 14 07.397,+40 56 32.28,154.4165,25.5172744,66.8,4.735,,0.322,89.53,0.168,0,,0.007,39.3,0.83,615,5680,4.414,0.12,1.016,0.978,,q1_q17_dr25_stellar,1.11111E+31,50,3,0.946,Mandel and Agol (2002 ApJ 580 171),13.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005695396/kplr005695396-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005695396/kplr005695396-02-20160209194854_dvs.pdf,0,0,0,0,0.983
5695396,K00283.03,,CANDIDATE,CANDIDATE,19 14 07.397,+40 56 32.28,139.17907,9.48814747,47.9,1.163,,0.569,89.38,0.087,0,,0.007,51.7,0.73,856,5680,4.414,0.12,1.016,0.978,,stellar_q1_q17,1.11111E+31,134,3,,Mandel and Agol (2002 ApJ 580 171),11.1,,,9/18/2015 0:00,,,0,0,0,0,
5695524,K01897.01,,CANDIDATE,CANDIDATE,19 14 17.863,+40 59 19.17,148.96886,59.7711433,574.5,4.843,,0.899,88.9,0.31,0,,0.026,46.6,3.17,522,6214,4.382,-0.02,1.122,1.101,,q1_q17_dr25_stellar,1.11111E+31,23,1,0.902,Mandel and Agol (2002 ApJ 580 171),38.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005695524/kplr005695524-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005695524/kplr005695524-01-20160209194854_dvs.pdf,0,0,0,0,0.938
5695615,K04756.01,,CANDIDATE,CANDIDATE,19 14 26.537,+40 55 29.06,133.7916,5.4169303,109.5,7.512,,1.055,40.2,0.063,0,,0.067,1.382,8.17,1173,6355,4.41,-0.08,1.108,1.151,,q1_q17_dr25_stellar,1.11111E+31,244,1,0.672,Mandel and Agol (2002 ApJ 580 171),11.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005695615/kplr005695615-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005695615/kplr005695615-01-20160209194854_dvs.pdf,0,0,0,0,0.978
5695904,K02983.01,,FALSE POSITIVE,FALSE POSITIVE,19 14 52.750,+40 59 10.11,132.19107,0.423854275,235.3,1.0198,,0.449,81.32,0.008,0,,0.014,2.971,0.58,1062,3553,4.887,-0.2,0.368,0.383,,q1_q17_dr25_stellar,1.11111E+31,1581,1,0.996,Mandel and Agol (2002 ApJ 580 171),33.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005695904/kplr005695904-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005695904/kplr005695904-01-20160209194854_dvs.pdf,0,1,1,0,0
5696518,K07561.01,,FALSE POSITIVE,FALSE POSITIVE,19 15 42.979,+40 55 03.44,132.3687769,0.96391996,,3.01,,,,,,,,,,,,,,,,,,1.11111E+31,1387,1,,,,,,9/18/2015 0:00,,,1,0,0,0,
5696909,K06614.01,,FALSE POSITIVE,FALSE POSITIVE,19 16 17.066,+40 58 43.71,131.689685,0.643002821,2671.5,1.02608,,1.261,57.37,0.014,0,,0.326,2.338,36.82,2188,5681,4.315,-0.34,1.036,0.807,,q1_q17_dr25_stellar,1.11111E+31,2077,1,0.948,Mandel and Agol (2002 ApJ 580 171),295.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005696909/kplr005696909-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005696909/kplr005696909-01-20160209194854_dvs.pdf,0,1,1,0,0
5696918,K04594.01,,FALSE POSITIVE,FALSE POSITIVE,19 16 17.717,+40 58 39.11,131.68588,0.643007769,68.1,0.69,,0.012,89.9,0.011,0,,0.008,7.2,0.35,1070,3925,4.825,-0.84,0.421,0.432,,q1_q17_dr25_stellar,1.11111E+31,2076,1,0.986,Mandel and Agol (2002 ApJ 580 171),10.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0056/005696918/kplr005696918-20160209194854_dvr.pdf,/missions/kepler/dv_files/0056/005696918/kplr005696918-01-20160209194854_dvs.pdf,0,1,1,1,0
5697395,K05192.01,,CANDIDATE,CANDIDATE,19 16 54.550,+40 56 58.16,160.0628,50.55398,199.7,6.159,,0.138,89.95,0.238,0,,0.013,62.9,0.94,367,4895,4.609,-0.3,0.687,0.698,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),7.9,,,12/4/2014 0:00,,,0,0,0,0,
5697628,K06615.01,,FALSE POSITIVE,FALSE POSITIVE,19 17 12.818,+40 55 27.22,133.3951,1.95119541,59.7,1.907,,0.153,88.81,0.027,0,,0.007,7.8,0.47,1050,4936,4.681,-0.5,0.628,0.689,,stellar_q1_q17,1.11111E+31,690,1,,Mandel and Agol (2002 ApJ 580 171),7.7,,,9/18/2015 0:00,,,1,0,0,0,
5698524,K05193.01,,FALSE POSITIVE,FALSE POSITIVE,19 18 23.078,+40 55 40.19,323.9146,228.196872,145.3,3.525,,0.503,89.95,0.734,0,,0.011,434,1.42,353,6425,4.331,-0.42,1.138,1.01,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),6.9,,,12/4/2014 0:00,,,1,0,0,0,
5700330,K06616.01,,FALSE POSITIVE,FALSE POSITIVE,19 20 36.804,+40 54 05.87,138.5798799,53.220417,72895.3,17.7344,,0.248,89.49,0.298,0,,0.246,27.998,55.22,655,5653,3.905,0.3,2.057,1.24,,q1_q17_dr25_stellar,1.11111E+31,25,1,0.329,Mandel and Agol (2002 ApJ 580 171),4563.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005700330/kplr005700330-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005700330/kplr005700330-01-20160209194854_dvs.pdf,0,1,0,0,0
5700900,K04100.01,,FALSE POSITIVE,FALSE POSITIVE,19 21 14.494,+40 58 53.15,287.504,379.08202,1609.1,33.87,,1.181,87.66,1.041,0,,0.229,28.9,23.99,253,5982,4.493,-0.04,0.96,1.047,,q1_q17_dr25_stellar,1.11111E+30,4,1,0.534,Mandel and Agol (2002 ApJ 580 171),23.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005700900/kplr005700900-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005700900/kplr005700900-02-20160209194854_dvs.pdf,1,0,0,0,0
5702637,K04217.01,,FALSE POSITIVE,FALSE POSITIVE,19 23 27.854,+40 54 05.69,132.37849,1.0388961,600.8,4.755,,1.702,14.9,0.022,0,,0.721,1.761,114.1,2494,7043,4.264,-0.02,1.45,1.406,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),14.7,,,12/4/2014 0:00,,,0,0,1,0,
5702770,K06617.01,,CANDIDATE,CANDIDATE,19 23 39.610,+40 59 18.60,135.4193,8.0018897,102.7,3.425,,0.442,88.44,0.078,0,,0.009,16.21,0.9,864,5830,4.54,-0.14,0.876,0.97,,q1_q17_dr25_stellar,1.11111E+31,168,1,0.151,Mandel and Agol (2002 ApJ 580 171),9.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005702770/kplr005702770-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005702770/kplr005702770-01-20160209194854_dvs.pdf,0,0,0,0,0.852
5702939,K03000.01,,FALSE POSITIVE,FALSE POSITIVE,19 23 53.335,+40 59 40.84,144.9175,18.3980827,145,4.438,,0.587,88.71,0.132,0,,0.011,26.09,1.26,686,5605,4.381,0,1.015,0.904,,q1_q17_dr25_stellar,1.11111E+31,72,1,0.075,Mandel and Agol (2002 ApJ 580 171),17.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005702939/kplr005702939-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005702939/kplr005702939-01-20160209194854_dvs.pdf,0,0,1,0,0
5705819,K02091.01,,CANDIDATE,CANDIDATE,19 27 39.089,+40 57 14.01,138.48383,8.77997349,755.7,3.2201,,0.481,88.54,0.079,0,,0.025,18.88,2.12,713,5191,4.597,-0.06,0.764,0.85,,q1_q17_dr25_stellar,1.11111E+31,156,1,0.767,Mandel and Agol (2002 ApJ 580 171),32.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005705819/kplr005705819-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005705819/kplr005705819-01-20160209194854_dvs.pdf,0,0,0,0,1
5706592,K06618.01,,CANDIDATE,CANDIDATE,19 28 40.870,+40 54 25.78,138.163,8.6040858,87.6,3.01,,0.415,88.81,0.084,0,,0.009,20.1,0.94,947,6250,4.472,-0.26,0.986,1.052,,stellar_q1_q17,1.11111E+31,159,1,,Mandel and Agol (2002 ApJ 580 171),6.4,,,9/18/2015 0:00,,,0,0,0,0,
5706595,K02183.01,Kepler-370 c,CANDIDATE,CONFIRMED,19 28 41.074,+40 54 58.71,139.65988,19.0231361,401.6,3.431,,0.698,88.73,0.137,0,,0.02,31.5,2.04,647,5569,4.459,0.14,0.954,0.955,,q1_q17_dr25_stellar,1.11111E+31,70,3,0.524,Mandel and Agol (2002 ApJ 580 171),19.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005706595/kplr005706595-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005706595/kplr005706595-01-20160209194854_dvs.pdf,0,0,0,0,1
5706595,K02183.02,Kepler-370 b,CANDIDATE,CONFIRMED,19 28 41.074,+40 54 58.71,135.09685,4.57948235,207.1,3.106,,0.055,89.72,0.053,0,,0.013,11.407,1.35,1040,5569,4.459,0.14,0.954,0.955,,q1_q17_dr25_stellar,1.11111E+31,285,3,0.077,Mandel and Agol (2002 ApJ 580 171),20,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005706595/kplr005706595-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005706595/kplr005706595-02-20160209194854_dvs.pdf,0,0,0,0,1
5706595,K02183.03,,FALSE POSITIVE,FALSE POSITIVE,19 28 41.074,+40 54 58.71,205.2811,150.381954,396.1,4.968,,0.892,89.56,0.545,0,,0.022,115.3,2.26,325,5569,4.459,0.14,0.954,0.955,,q1_q17_dr25_stellar,1.11111E+31,7,3,0.834,Mandel and Agol (2002 ApJ 580 171),7.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005706595/kplr005706595-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005706595/kplr005706595-03-20160209194854_dvs.pdf,1,0,0,0,0.404
5706966,K01908.01,Kepler-333 b,CANDIDATE,CONFIRMED,19 29 08.657,+40 54 48.92,137.26226,12.55111099,494.1,3.1293,,0.519,88.9,0.09,0,,0.021,26.94,1.34,480,4213,4.669,-0.2,0.598,0.609,,q1_q17_dr25_stellar,1.11111E+31,107,2,0.709,Mandel and Agol (2002 ApJ 580 171),33.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005706966/kplr005706966-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005706966/kplr005706966-01-20160209194854_dvs.pdf,0,0,0,0,1
5706966,K01908.02,Kepler-333 c,CANDIDATE,CONFIRMED,19 29 08.657,+40 54 48.92,134.42178,24.0884178,387.2,3.952,,0.376,89.51,0.138,0,,0.018,44,1.16,386,4213,4.669,-0.2,0.598,0.609,,q1_q17_dr25_stellar,1.11111E+31,52,2,0.747,Mandel and Agol (2002 ApJ 580 171),21,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005706966/kplr005706966-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005706966/kplr005706966-02-20160209194854_dvs.pdf,0,0,0,0,1
5709014,K05194.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 38.621,+40 57 15.70,242.2768409,287.4657966,,9.06,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,1,0,0,0,
5709103,K07736.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 43.908,+40 59 11.04,131.63516,0.664727127,16.2,1.561,,0.382,82.91,0.015,0,,0.004,3.09,0.46,2343,6143,4.344,-0.2,1.116,1.001,,q1_q17_dr25_stellar,1.11111E+31,2009,1,0.841,Mandel and Agol (2002 ApJ 580 171),7.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709103/kplr005709103-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709103/kplr005709103-01-20160209194854_dvs.pdf,0,1,1,0,0
5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 52.404,+40 57 15.26,393.0306,317.99484,719,7.28,,0.405,89.93,0.883,0,,0.025,314,2.22,241,5665,4.568,-0.2,0.82,0.916,,q1_q17_dr25_stellar,1.11111E+31,4,1,0.063,Mandel and Agol (2002 ApJ 580 171),8.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709226/kplr005709226-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709226/kplr005709226-01-20160209194854_dvs.pdf,1,0,0,0,0.05
5709725,K00555.01,Kepler-598 b,CANDIDATE,CONFIRMED,19 32 29.618,+40 56 05.17,172.44778,3.701765401,288.3,2.6061,,0.713,84.83,0.044,0,,0.017,7.91,1.63,1050,5252,4.442,0.04,0.898,0.815,,q1_q17_dr25_stellar,1.11111E+31,359,2,0.31,Mandel and Agol (2002 ApJ 580 171),35.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709725/kplr005709725-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709725/kplr005709725-02-20160209194854_dvs.pdf,0,0,0,0,1
5709725,K00555.02,,CANDIDATE,CANDIDATE,19 32 29.618,+40 56 05.17,181.88967,86.4943704,995.2,7.471,,0.741,89.33,0.358,0,,0.031,63.5,3.07,367,5252,4.442,0.04,0.898,0.815,,q1_q17_dr25_stellar,1.11111E+31,15,2,0.523,Mandel and Agol (2002 ApJ 580 171),42.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709725/kplr005709725-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709725/kplr005709725-01-20160209194854_dvs.pdf,0,0,0,0,0.97
5709889,K02783.01,,CANDIDATE,CANDIDATE,19 32 41.030,+40 59 44.12,131.86561,0.526887517,119.9,0.8971,,0.292,86.17,0.01,0,,0.01,4.38,0.58,1238,3945,4.721,-0.34,0.519,0.515,,q1_q17_dr25_stellar,1.11111E+31,2541,1,0.557,Mandel and Agol (2002 ApJ 580 171),20.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709889/kplr005709889-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709889/kplr005709889-01-20160209194854_dvs.pdf,0,0,0,0,1
5709906,K04744.01,,CANDIDATE,CANDIDATE,19 32 41.844,+40 57 02.91,134.1211,3.39155966,28.4,3.87,,0.182,88.43,0.044,0,,0.005,6.64,0.49,1183,5896,4.516,-0.1,0.914,1,,q1_q17_dr25_stellar,1.11111E+31,394,1,0.859,Mandel and Agol (2002 ApJ 580 171),8.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005709906/kplr005709906-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005709906/kplr005709906-01-20160209194854_dvs.pdf,0,0,0,0,0.823
5710069,K03396.01,,CANDIDATE,CANDIDATE,19 32 53.856,+40 55 54.95,146.8338,36.2580749,380.3,5.917,,0.786,88.52,0.21,0,,0.02,30.4,1.82,516,5818,4.554,-0.22,0.848,0.937,,q1_q17_dr25_stellar,1.11111E+31,31,1,0.577,Mandel and Agol (2002 ApJ 580 171),12.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005710069/kplr005710069-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005710069/kplr005710069-01-20160209194854_dvs.pdf,0,0,0,0,0.951
5716244,K06619.01,,CANDIDATE,CANDIDATE,19 39 50.465,+40 59 13.13,132.785555,1.330333096,61867,5.045,,0.692,72.35,0.024,0,,0.246,2.282,24.3,1634,5984,4.521,-0.2,0.906,0.993,,q1_q17_dr25_stellar,1.1111E+31,809,1,0.611,Mandel and Agol (2002 ApJ 580 171),700.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005716244/kplr005716244-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005716244/kplr005716244-01-20160209194854_dvs.pdf,0,1,0,0,0.672
5716508,K07737.01,,FALSE POSITIVE,FALSE POSITIVE,19 40 07.325,+40 57 29.34,134.5462132,4.75307877,933,2.35,,0.019,89.83,0.086,0,,0.026,6.24,505.94,7040,3486,0.5,,180.013,3.735,,q1_q17_dr25_stellar,1.11E+25,45,1,0.704,Mandel and Agol (2002 ApJ 580 171),6.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005716508/kplr005716508-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005716508/kplr005716508-07-20160209194854_dvs.pdf,1,0,0,0,0.003
5716763,K00272.01,,FALSE POSITIVE,FALSE POSITIVE,19 40 24.274,+40 59 12.04,169.665953,1.28132831,525.5,0.9157,,0.926,78.89,0.022,0,,0.026,4.81,4.52,2215,5918,3.978,-0.62,1.596,0.881,,q1_q17_dr25_stellar,1.1111E+31,1670,1,0.922,Mandel and Agol (2002 ApJ 580 171),196.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005716763/kplr005716763-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005716763/kplr005716763-01-20160209194854_dvs.pdf,0,1,0,0,0
5716932,K02358.01,,CANDIDATE,CANDIDATE,19 40 33.384,+40 58 44.62,143.99262,56.4931698,411.9,8.704,,0.707,88.89,0.326,0,,0.02,36.5,4.43,681,6160,3.976,0.24,2.046,1.443,,q1_q17_dr25_stellar,1.1111E+31,19,1,0.593,Mandel and Agol (2002 ApJ 580 171),31.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005716932/kplr005716932-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005716932/kplr005716932-01-20160209194854_dvs.pdf,0,0,0,0,0.973
5717567,K02752.01,,FALSE POSITIVE,FALSE POSITIVE,19 41 17.762,+40 54 07.89,132.43069,1.287622419,36.5,0.821,,0.819,83.34,0.025,0,,0.006,7.06,0.87,1957,6170,4.308,0.18,1.274,1.208,,q1_q17_dr25_stellar,1.1111E+31,831,1,0.599,Mandel and Agol (2002 ApJ 580 171),16.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005717567/kplr005717567-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005717567/kplr005717567-01-20160209194854_dvs.pdf,0,0,1,0,0
5725087,K00033.01,,FALSE POSITIVE,FALSE POSITIVE,19 47 52.296,+40 55 36.37,133.55969,0.366197145,275.3,1.2335,,0.319,81.97,0.012,0,,0.015,2.28,51.34,9983,4448,1.694,-0.48,31.5,1.789,,q1_q17_dr25_stellar,1.11111E+31,1824,1,1,Mandel and Agol (2002 ApJ 580 171),16.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005725087/kplr005725087-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005725087/kplr005725087-01-20160209194854_dvs.pdf,0,1,0,0,0
5725851,K06620.01,,FALSE POSITIVE,FALSE POSITIVE,19 48 31.478,+40 55 16.83,132.34077,1.140133012,223.2,9.251,,1.181,9.92,0.027,0,,0.194,1.199,126.77,4370,6715,3.211,-0.5,5.97,2.114,,q1_q17_dr25_stellar,1.11111E+31,1185,1,0.836,Mandel and Agol (2002 ApJ 580 171),63.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005725851/kplr005725851-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005725851/kplr005725851-01-20160209194854_dvs.pdf,1,0,0,1,0
5726910,K04124.01,,CANDIDATE,CANDIDATE,19 49 24.667,+40 57 29.31,133.83385,2.43142974,146.6,2.713,,0.223,88.24,0.033,0,,0.011,6.78,1.17,1378,5750,4.364,-0.48,0.965,0.785,,stellar_q1_q16,1.11111E+31,554,1,,Mandel and Agol (2002 ApJ 580 171),10.7,,,9/18/2015 0:00,,,0,0,0,0,
5728139,K00206.01,Kepler-433 b,CANDIDATE,CONFIRMED,19 50 22.478,+40 58 38.16,131.981761,5.334082429,4676.5,6.2226,,0.045,89.63,0.067,0,,0.063,6.981,13.08,1495,6332,4.016,0.04,1.905,1.373,,q1_q17_dr25_stellar,1.11111E+31,253,1,0.347,Mandel and Agol (2002 ApJ 580 171),653.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005728139/kplr005728139-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005728139/kplr005728139-01-20160209194854_dvs.pdf,0,0,0,0,1
5728283,K01011.01,,FALSE POSITIVE,FALSE POSITIVE,19 50 28.865,+40 56 35.12,183.3731434,6.198273591,47302.6,7.53837,,0.343,87.29,0.066,0,,0.202,7.274,19.81,985,6038,4.524,-0.28,0.898,0.982,,q1_q17_dr25_stellar,1.11111E+30,210,1,0.005,Mandel and Agol (2002 ApJ 580 171),2561.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005728283/kplr005728283-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005728283/kplr005728283-01-20160209194854_dvs.pdf,0,1,0,0,0
5730380,K07738.01,,FALSE POSITIVE,FALSE POSITIVE,19 52 13.997,+40 56 35.05,131.851983,0.954873008,33,1.0613,,0.578,84.19,0.018,0,,0.005,5.705,0.81,2325,6092,4.114,-0.6,1.363,0.881,,q1_q17_dr25_stellar,1.11111E+31,1398,1,1,Mandel and Agol (2002 ApJ 580 171),1.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005730380/kplr005730380-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005730380/kplr005730380-01-20160209194854_dvs.pdf,0,1,1,0,0
5730389,K01956.01,,FALSE POSITIVE,FALSE POSITIVE,19 52 14.568,+40 57 38.64,131.71354,2.759573341,382,6.999,,1.04,35.89,0.037,0,,0.068,1.283,6.42,1198,5640,4.52,-0.14,0.863,0.901,,q1_q17_dr25_stellar,1.11111E+31,491,1,0,Mandel and Agol (2002 ApJ 580 171),64.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0057/005730389/kplr005730389-20160209194854_dvr.pdf,/missions/kepler/dv_files/0057/005730389/kplr005730389-01-20160209194854_dvs.pdf,0,0,1,1,0
