Kepler ID,KOI Name,Kepler Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,DV Report,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Disposition Score
9118858,K05620.01,,FALSE POSITIVE,FALSE POSITIVE,20 02 52.946,+45 27 39.13,436.2879702,392.8927563,,4.93,,,,,,,,,,,,,,,,,,,,1,,,,,,12/4/2014 0:00,,,1,0,0,0,
9119405,K07135.01,,FALSE POSITIVE,FALSE POSITIVE,20 03 33.677,+45 24 12.35,139.0920079,18.64632309,231000,8.853,,0.742,88.08,0.159,0,,0.562,22.133,213.31,1194,5786,3.542,-0.18,3.478,1.536,,q1_q17_dr25_stellar,1.11111E+31,73,1,0.361,Mandel and Agol (2002 ApJ 580 171),2895.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009119405/kplr009119405-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009119405/kplr009119405-01-20160209194854_dvs.pdf,1,0,0,0,0
9119458,K00525.01,,FALSE POSITIVE,FALSE POSITIVE,20 03 37.867,+45 27 28.33,173.726435,11.53029332,1209.3,1.8385,,0.027,89.97,0.098,0,,0.032,49.42,3.98,873,5770,4.289,-0.06,1.152,0.942,,q1_q17_dr25_stellar,1.11111E+31,117,1,0.551,Mandel and Agol (2002 ApJ 580 171),57.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009119458/kplr009119458-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009119458/kplr009119458-01-20160209194854_dvs.pdf,0,1,0,0,0
9119568,K03087.01,,FALSE POSITIVE,FALSE POSITIVE,20 03 44.971,+45 29 24.25,133.9285,5.54867998,68.9,4.665,,0.095,89.4,0.058,0,,0.007,9.13,0.68,882,5258,4.514,0,0.835,0.831,,q1_q17_dr25_stellar,1.11111E+31,240,2,0.126,Mandel and Agol (2002 ApJ 580 171),15.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009119568/kplr009119568-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009119568/kplr009119568-01-20160209194854_dvs.pdf,0,0,1,0,0
9119568,K03087.02,,FALSE POSITIVE,FALSE POSITIVE,20 03 44.971,+45 29 24.25,132.0174,1.22174063,32.2,7.443,,0.004,89.85,0.021,0,,0.005,1.405,0.46,1461,5258,4.514,0,0.835,0.831,,q1_q17_dr25_stellar,1.11111E+31,1050,2,0.884,Mandel and Agol (2002 ApJ 580 171),19.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009119568/kplr009119568-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009119568/kplr009119568-04-20160209194854_dvs.pdf,1,0,0,0,0
9119652,K06193.01,,FALSE POSITIVE,FALSE POSITIVE,20 03 49.687,+45 26 57.08,131.7222,1.1080999,380934,3.3542,,0.525,82.58,0.02,0,,0.643,4.067,124.19,2212,5299,3.865,-0.44,1.769,0.837,,q1_q17_dr25_stellar,1E+16,0,1,-1,Mandel and Agol (2002 ApJ 580 171),155.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009119652/kplr009119652-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009119652/kplr009119652-01-20160209194854_dvs.pdf,0,1,0,0,0
9137257,K05621.01,,FALSE POSITIVE,FALSE POSITIVE,18 52 08.621,+45 34 39.75,231.5017,114.734287,242.9,3.724,,0.369,89.95,0.407,0,,0.014,222.3,1.1,296,5083,4.569,-0.44,0.71,0.68,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),6.7,,,12/4/2014 0:00,,,1,0,0,0,
9139084,K00323.01,Kepler-523 b,CANDIDATE,CONFIRMED,18 56 14.671,+45 30 24.66,169.87446,5.83599485,553.3,2.062,,0.129,89.66,0.061,0,,0.021,21.91,1.92,884,5423,4.542,-0.06,0.828,0.872,,q1_q17_dr25_stellar,1.11111E+31,230,1,0.616,Mandel and Agol (2002 ApJ 580 171),11.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009139084/kplr009139084-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009139084/kplr009139084-01-20160209194854_dvs.pdf,0,0,0,0,1
9140402,K00928.01,,CANDIDATE,CANDIDATE,18 59 02.263,+45 35 56.86,170.852848,2.494170338,863.7,1.1221,,0.095,89.69,0.035,0,,0.027,17.37,2.42,1194,5569,4.566,-0.08,0.829,0.928,,q1_q17_dr25_stellar,1.11111E+31,535,1,0.338,Mandel and Agol (2002 ApJ 580 171),69.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009140402/kplr009140402-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009140402/kplr009140402-01-20160209194854_dvs.pdf,0,0,0,0,1
9141355,K05622.01,Kepler-1635 b,CANDIDATE,CONFIRMED,19 01 23.760,+45 33 22.24,422.5089,469.61309,1234.7,13.709,,0.906,89.61,1.117,0,,0.039,133.1,3.24,200,5474,4.598,-0.28,0.763,0.847,,q1_q17_dr25_stellar,1.11111E+31,3,1,0.354,Mandel and Agol (2002 ApJ 580 171),18.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009141355/kplr009141355-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009141355/kplr009141355-01-20160209194854_dvs.pdf,0,0,0,0,0.954
9141746,K00929.01,Kepler-730 b,CANDIDATE,CONFIRMED,19 02 13.154,+45 34 43.90,174.633553,6.491682808,7163.3,4.301,,0.535,87.17,0.071,0,,0.08,10.84,9.66,1062,6123,4.413,0.14,1.107,1.159,,q1_q17_dr25_stellar,1.10111E+30,189,2,0.902,Mandel and Agol (2002 ApJ 580 171),502.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009141746/kplr009141746-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009141746/kplr009141746-01-20160209194854_dvs.pdf,0,0,0,0,1
9141746,K00929.02,,CANDIDATE,CANDIDATE,19 02 13.154,+45 34 43.90,132.1455,2.85188338,114.9,2.666,,0.578,85.13,0.041,0,,0.01,6.81,1.23,1398,6123,4.413,0.14,1.107,1.159,,q1_q17_dr25_stellar,1.10111E+30,405,2,0.626,Mandel and Agol (2002 ApJ 580 171),10.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009141746/kplr009141746-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009141746/kplr009141746-02-20160209194854_dvs.pdf,0,0,0,0,0.994
9142225,K05623.01,,FALSE POSITIVE,FALSE POSITIVE,19 03 12.230,+45 34 18.26,174.6085,583.73632,338.6,15.75,,0.126,89.97,1.428,0,,0.017,286,2.65,266,6003,4.176,0.12,1.442,1.139,,q1_q17_dr25_stellar,1.11111E+31,3,1,0.532,Mandel and Agol (2002 ApJ 580 171),11.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009142225/kplr009142225-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009142225/kplr009142225-01-20160209194854_dvs.pdf,1,0,0,0,0
9142334,K05624.01,,FALSE POSITIVE,FALSE POSITIVE,19 03 24.413,+45 30 40.86,174.6294,502.658,216,19.51,,0.314,89.95,0.972,0,,0.013,189.7,0.69,116,3754,4.773,-0.2,0.473,0.483,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),10,,,12/4/2014 0:00,,,1,0,0,0,
9142714,K07928.01,,CANDIDATE,CANDIDATE,19 04 10.262,+45 30 40.36,132.296346,1.12625975,,3.62,,,,,,,,,,,,,,,,,,1.11111E+31,1193,1,0.863,,,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009142714/kplr009142714-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009142714/kplr009142714-04-20160209194854_dvs.pdf,0,0,0,0,1
9142742,K04349.01,,FALSE POSITIVE,FALSE POSITIVE,19 04 14.254,+45 31 00.49,175.6195,372.72688,331.7,12.751,,0.908,89.38,1.117,0,,0.02,103.7,3.52,326,6148,4.147,0.38,1.615,1.334,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),17,,,12/4/2014 0:00,,,1,0,0,0,
9143254,K01386.01,,FALSE POSITIVE,FALSE POSITIVE,19 05 26.851,+45 33 18.58,133.805565,1.137525054,18006.1,2.68228,,1.238,61.46,0.021,0,,0.418,2.59,42.74,1746,5912,4.467,-0.24,0.937,0.939,,q1_q17_dr25_stellar,1.11111E+31,1179,1,0,Mandel and Agol (2002 ApJ 580 171),633.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009143254/kplr009143254-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009143254/kplr009143254-01-20160209194854_dvs.pdf,0,1,0,0,0
9145415,K04786.01,,FALSE POSITIVE,FALSE POSITIVE,19 10 21.094,+45 35 54.57,187.5436,365.78863,885,12.76,,0.156,89.95,0.927,0,,0.027,222.3,2.21,215,5407,4.585,-0.34,0.752,0.794,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),10.5,,,12/4/2014 0:00,,,1,0,0,0,
9145861,K06194.01,,CANDIDATE,CANDIDATE,19 11 21.701,+45 35 59.10,133.8808,42.294739,254.2,34.63,,1.145,59.36,0.316,0,,0.163,2.25,140.14,1083,4926,3.02,0.36,7.849,2.351,,q1_q17_dr25_stellar,1.11111E+31,33,2,0.365,Mandel and Agol (2002 ApJ 580 171),25.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009145861/kplr009145861-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009145861/kplr009145861-01-20160209194854_dvs.pdf,0,0,0,0,0.954
9145861,K06194.02,,FALSE POSITIVE,FALSE POSITIVE,19 11 21.701,+45 35 59.10,180.324,215.778765,377.6,3.737,,0.716,89.95,0.888,0,,0.019,320,14.71,610,4902,3.042,0.2,7.056,1.996,,stellar_q1_q16,,,2,,Mandel and Agol (2002 ApJ 580 171),5.8,,,12/4/2014 0:00,,,1,0,0,0,
9146018,K00584.01,Kepler-192 b,CANDIDATE,CONFIRMED,19 11 40.298,+45 35 34.33,175.68671,9.9267215,725.5,3.8428,,0.625,87.77,0.089,0,,0.026,16.08,2.76,803,5475,4.43,0.24,0.982,0.947,,q1_q17_dr25_stellar,1.11111E+31,134,3,0.804,Mandel and Agol (2002 ApJ 580 171),97.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009146018/kplr009146018-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009146018/kplr009146018-01-20160209194854_dvs.pdf,0,0,0,0,1
9146018,K00584.02,Kepler-192 c,CANDIDATE,CONFIRMED,19 11 40.298,+45 35 34.33,170.37387,21.22349325,582.9,4.9416,,0.794,87.86,0.147,0,,0.025,21.2,2.63,623,5475,4.43,0.24,0.982,0.947,,q1_q17_dr25_stellar,1.11111E+31,62,3,0.398,Mandel and Agol (2002 ApJ 580 171),60.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009146018/kplr009146018-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009146018/kplr009146018-02-20160209194854_dvs.pdf,0,0,0,0,1
9146018,K00584.03,Kepler-192 d,CANDIDATE,CONFIRMED,19 11 40.298,+45 35 34.33,136.50567,6.47027706,116.9,3.343,,0.732,85.94,0.067,0,,0.011,10.34,1.15,926,5475,4.43,0.24,0.982,0.947,,q1_q17_dr25_stellar,1.11111E+31,195,3,0.141,Mandel and Agol (2002 ApJ 580 171),18.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009146018/kplr009146018-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009146018/kplr009146018-03-20160209194854_dvs.pdf,0,0,0,0,0.932
9147012,K05625.01,,CANDIDATE,CANDIDATE,19 13 42.766,+45 33 58.57,161.9891,116.454312,2125.3,15.826,,0.006,89.99,0.414,0,,0.041,58.55,3.33,306,5197,4.548,-0.44,0.736,0.697,,q1_q17_dr25_stellar,1E+27,4,1,-1,Mandel and Agol (2002 ApJ 580 171),30,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009147012/kplr009147012-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009147012/kplr009147012-01-20160209194854_dvs.pdf,0,0,0,0,0.789
9147029,K05626.01,,CANDIDATE,CANDIDATE,19 13 44.597,+45 31 11.47,418.76194,397.499229,2629.7,8.019,,0.584,89.95,1.154,0,,0.049,330,6.57,293,6423,4.37,0.21,1.231,1.296,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),34.8,,,12/4/2014 0:00,,,0,0,0,0,
9149789,K02874.01,,CANDIDATE,CANDIDATE,19 19 26.134,+45 30 13.83,132.01659,0.352515897,168.2,1.0525,,0.26,84.23,0.009,0,,0.012,2.58,1,2194,5465,4.598,-0.26,0.766,0.857,,q1_q17_dr25_stellar,1.11111E+31,1899,1,0.934,Mandel and Agol (2002 ApJ 580 171),38,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009149789/kplr009149789-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009149789/kplr009149789-01-20160209194854_dvs.pdf,0,0,0,0,0.989
9150827,K01408.01,,CANDIDATE,CANDIDATE,19 21 10.694,+45 33 52.60,145.42643,14.53410833,510.6,3.3094,,0.766,88.07,0.096,0,,0.023,22.7,1.36,420,3957,4.693,-0.16,0.553,0.551,,q1_q17_dr25_stellar,1.11111E+31,93,2,0.623,Mandel and Agol (2002 ApJ 580 171),32.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009150827/kplr009150827-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009150827/kplr009150827-01-20160209194854_dvs.pdf,0,0,0,0,1
9150827,K01408.02,,FALSE POSITIVE,FALSE POSITIVE,19 21 10.694,+45 33 52.60,208.4205685,82.37208458,,6.35,,,,,,,,,,,,,,,,,,,,2,,,,,,12/4/2014 0:00,,,0,0,0,0,
9150870,K07136.01,,CANDIDATE,CANDIDATE,19 21 13.922,+45 35 54.28,374.0092,441.17369,702,14.82,,0.315,89.95,1.117,0,,0.024,222,2.27,217,5610,4.551,0,0.858,0.953,,stellar_q1_q17,1.11111E+30,3,1,,Mandel and Agol (2002 ApJ 580 171),11.5,,,9/18/2015 0:00,,,0,0,0,0,
9153246,K05627.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 06.300,+45 34 05.49,221.2717,243.954706,291.7,2.562,,0.121,89.95,0.73,0,,0.016,733,1.35,257,5578,4.578,-0.24,0.794,0.87,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),5.2,,,12/4/2014 0:00,,,1,0,0,0,
9153554,K03044.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 33.516,+45 31 37.80,131.963342,0.373684977,456.8,0.9621,,0.86,62.79,0.01,0,,0.023,1.881,2.25,2490,5970,4.521,-0.18,0.908,0.996,,q1_q17_dr25_stellar,1.11111E+30,1747,1,1,Mandel and Agol (2002 ApJ 580 171),53.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009153554/kplr009153554-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009153554/kplr009153554-01-20160209194854_dvs.pdf,0,0,1,0,0.022
9153570,K02625.01,Kepler-1295 b,CANDIDATE,CONFIRMED,19 25 35.486,+45 35 18.81,132.57465,3.81371423,281,1.973,,0.306,88.78,0.046,0,,0.015,14.31,1.37,1029,5547,4.571,-0.1,0.82,0.918,,q1_q17_dr25_stellar,1.11111E+31,348,1,0.811,Mandel and Agol (2002 ApJ 580 171),11.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009153570/kplr009153570-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009153570/kplr009153570-01-20160209194854_dvs.pdf,0,0,0,0,0.95
9153823,K06195.01,,FALSE POSITIVE,FALSE POSITIVE,19 25 56.388,+45 32 44.41,132.31096,1.444486083,980.7,1.437,,0.305,87.69,0.021,0,,0.028,7.57,1.73,1051,4569,4.686,-0.88,0.559,0.553,,q1_q17_dr25_stellar,1.11111E+31,927,1,1,Mandel and Agol (2002 ApJ 580 171),12,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009153823/kplr009153823-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009153823/kplr009153823-01-20160209194854_dvs.pdf,1,0,0,0,0
9156585,K02054.01,,FALSE POSITIVE,FALSE POSITIVE,19 30 31.325,+45 34 27.19,134.44763,22.32423657,1299.3,3.669,,0.965,87.06,0.152,0,,0.046,18.78,4.56,611,5648,4.489,-0.02,0.912,0.934,,q1_q17_dr25_stellar,1.11111E+30,56,1,0.143,Mandel and Agol (2002 ApJ 580 171),29.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009156585/kplr009156585-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009156585/kplr009156585-01-20160209194854_dvs.pdf,0,0,1,0,0
9156957,K07137.01,,FALSE POSITIVE,FALSE POSITIVE,19 31 08.599,+45 35 08.84,133.1255,3.6673005,144.9,3.373,,0.199,88.81,0.038,0,,0.011,8.26,0.62,627,3823,4.729,-0.1,0.519,0.525,,stellar_q1_q17,1.11111E+31,371,1,,Mandel and Agol (2002 ApJ 580 171),9.1,,,9/18/2015 0:00,,,0,0,1,0,
9157030,K05628.01,,CANDIDATE,CANDIDATE,19 31 15.396,+45 32 47.40,155.3824,24.9093027,332.6,3.8,,0.679,88.98,0.151,0,,0.018,38,1.32,452,4810,4.633,-0.14,0.685,0.751,,q1_q17_dr25_stellar,1.11111E+31,53,1,0.461,Mandel and Agol (2002 ApJ 580 171),10.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009157030/kplr009157030-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009157030/kplr009157030-01-20160209194854_dvs.pdf,0,0,0,0,0.874
9157523,K05629.01,,CANDIDATE,CANDIDATE,19 32 03.566,+45 34 40.19,269.2098,192.138741,151.4,3.218,,0.05,89.95,0.678,0,,0.011,461,1.93,407,6065,4.098,0.02,1.569,1.126,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),8.2,,,12/4/2014 0:00,,,0,0,0,0,
9157634,K00526.01,Kepler-586 b,CANDIDATE,CONFIRMED,19 32 13.733,+45 33 04.28,171.044219,2.104721971,905.5,1.7547,,0.001,89.99,0.033,0,,0.027,9.431,2.89,1365,5703,4.498,0.36,0.975,1.091,,q1_q17_dr25_stellar,1.11111E+31,632,1,0.726,Mandel and Agol (2002 ApJ 580 171),153.3,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009157634/kplr009157634-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009157634/kplr009157634-01-20160209194854_dvs.pdf,0,0,0,0,1
9157908,K01400.01,,FALSE POSITIVE,FALSE POSITIVE,19 32 41.798,+45 31 16.42,142.32936,9.41475056,483.4,4.736,,1.148,72.08,0.089,0,,0.171,3.73,19.33,962,6406,4.436,-0.34,1.033,1.061,,q1_q17_dr25_stellar,1.11111E+31,148,1,0.745,Mandel and Agol (2002 ApJ 580 171),55.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009157908/kplr009157908-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009157908/kplr009157908-01-20160209194854_dvs.pdf,0,1,1,0,0
9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,19 34 37.397,+45 30 39.99,132.4477,3.04463691,47,6.656,,0.322,84.56,0.042,0,,0.006,3.393,0.68,1321,6181,4.474,-0.22,0.98,1.042,,q1_q17_dr25_stellar,1.11111E+31,445,1,0.673,Mandel and Agol (2002 ApJ 580 171),10.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159198/kplr009159198-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159198/kplr009159198-01-20160209194854_dvs.pdf,0,0,1,1,0
9159242,K02566.01,,FALSE POSITIVE,FALSE POSITIVE,19 34 41.822,+45 31 02.06,132.464,3.04468229,71.4,5.951,,0.623,78.74,0.038,0,,0.008,3.19,0.86,1244,5575,4.363,-0.24,0.98,0.81,,q1_q17_dr25_stellar,1.11111E+31,447,1,0.118,Mandel and Agol (2002 ApJ 580 171),22.2,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159242/kplr009159242-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159242/kplr009159242-01-20160209194854_dvs.pdf,0,0,1,1,0
9159265,K03877.01,,FALSE POSITIVE,FALSE POSITIVE,19 34 43.740,+45 30 41.03,132.43708,3.04476607,272.6,9.568,,1.159,23.46,0.04,0,,0.176,1.263,15.7,1126,5627,4.568,-0.18,0.818,0.91,,q1_q17_dr25_stellar,1.11111E+31,448,1,0.797,Mandel and Agol (2002 ApJ 580 171),67,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159265/kplr009159265-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159265/kplr009159265-01-20160209194854_dvs.pdf,0,1,1,1,0
9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,19 34 44.386,+45 31 00.59,172.01916,3.044770796,1695,10.0134,,1.252,33.39,0.039,0,,0.298,1.5,24.54,1076,5525,4.603,-0.36,0.753,0.843,,q1_q17_dr25_stellar,1.11111E+31,445,1,0.533,Mandel and Agol (2002 ApJ 580 171),203.5,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159275/kplr009159275-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159275/kplr009159275-01-20160209194854_dvs.pdf,0,1,1,1,0
9159288,K08280.01,,CANDIDATE,CANDIDATE,19 34 45.550,+45 32 57.60,161.59,66.67305,472.1,6.381,,0.415,89.68,0.343,0,,0.02,74.4,2.64,542,6592,4.369,-0.12,1.19,1.211,,q1_q17_dr25_stellar,1.01E+21,3,1,0.007,Mandel and Agol (2002 ApJ 580 171),9.6,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159288/kplr009159288-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159288/kplr009159288-01-20160209194854_dvs.pdf,0,0,0,0,0.775
9159301,K07138.01,,FALSE POSITIVE,FALSE POSITIVE,19 34 46.399,+45 31 01.28,132.436907,3.044771557,487818,11.0593,,0.295,85.31,0.052,0,,0.671,3.606,231.93,2816,8199,3.747,-0.12,3.163,2.039,,q1_q17_dr25_stellar,1.11111E+31,0,1,-1,Mandel and Agol (2002 ApJ 580 171),3684.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009159301/kplr009159301-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009159301/kplr009159301-01-20160209194854_dvs.pdf,0,1,0,0,0
9159461,K05630.01,,FALSE POSITIVE,FALSE POSITIVE,19 35 01.246,+45 30 03.02,164.0077,80.519237,92.5,4.044,,0.102,89.95,0.376,0,,0.009,152.7,1.08,476,6251,4.378,-0.06,1.119,1.089,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),7.2,,,12/4/2014 0:00,,,1,0,0,0,
9161118,K03898.01,,FALSE POSITIVE,FALSE POSITIVE,19 37 16.889,+45 30 04.62,132.53576,1.306723495,12456.6,6.606,,1.229,39.92,0.02,0,,0.382,1.603,27.42,1170,4651,4.612,-0.32,0.657,0.644,,q1_q17_dr25_stellar,1.11111E+28,880,1,1.00E-04,Mandel and Agol (2002 ApJ 580 171),311.7,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009161118/kplr009161118-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009161118/kplr009161118-01-20160209194854_dvs.pdf,0,1,1,0,0
9162741,K00703.01,,FALSE POSITIVE,FALSE POSITIVE,19 39 38.885,+45 34 00.07,169.95175,1.368617188,126.9,1.6235,,0.464,85.44,0.026,0,,0.011,5.83,1.84,2255,6561,4.14,-0.18,1.584,1.272,,q1_q17_dr25_stellar,1.11111E+31,978,1,0.103,Mandel and Agol (2002 ApJ 580 171),44.4,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009162741/kplr009162741-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009162741/kplr009162741-01-20160209194854_dvs.pdf,0,0,1,0,0
9163674,K07139.01,,FALSE POSITIVE,FALSE POSITIVE,19 41 09.228,+45 31 06.01,131.6393074,0.773144492,215961,4.05643,,0.694,71.89,0.019,0,,0.514,2.232,107.13,2860,6413,4.038,0.21,1.91,1.453,,q1_q17_dr25_stellar,1.11111E+30,1689,1,0,Mandel and Agol (2002 ApJ 580 171),2947.8,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009163674/kplr009163674-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009163674/kplr009163674-01-20160209194854_dvs.pdf,0,1,0,0,0
9164003,K05631.01,,FALSE POSITIVE,FALSE POSITIVE,19 41 37.896,+45 32 06.84,278.1387,149.356804,171.6,15.415,,0.163,89.95,0.591,0,,0.012,73.9,2.92,560,6569,3.842,-0.48,2.203,1.232,,stellar_q1_q16,,,1,,Mandel and Agol (2002 ApJ 580 171),14,,,12/4/2014 0:00,,,1,0,0,0,
9164788,K07140.01,,FALSE POSITIVE,FALSE POSITIVE,19 42 46.742,+45 31 45.13,133.5071,2.66811113,48.3,22.49,,0.991,12.03,0.041,0,,0.009,1.014,1.53,1792,6593,4.164,-0.08,1.561,1.302,,stellar_q1_q17,1.11111E+31,295,1,,Mandel and Agol (2002 ApJ 580 171),32.5,,,9/18/2015 0:00,,,1,0,0,0,
9164836,K00213.01,,FALSE POSITIVE,FALSE POSITIVE,19 42 50.940,+45 35 23.18,170.8396102,48.11881255,69850.7,5.27958,,1.079,89.12,0.255,0,,0.474,69.995,45.18,490,6003,4.536,-0.34,0.872,0.952,,q1_q17_dr25_stellar,1.11111E+31,30,1,0,Mandel and Agol (2002 ApJ 580 171),2145.1,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009164836/kplr009164836-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009164836/kplr009164836-01-20160209194854_dvs.pdf,0,1,0,0,0
9166700,K05632.01,,CANDIDATE,CANDIDATE,19 45 21.151,+45 32 42.39,134.96749,264.466625,437.3,6.371,,0.129,89.98,0.86,0,,0.019,320.6,2.61,346,6551,4.337,-0.1,1.236,1.213,,q1_q17_dr25_stellar,1.11111E+31,5,1,0.659,Mandel and Agol (2002 ApJ 580 171),27,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009166700/kplr009166700-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009166700/kplr009166700-01-20160209194854_dvs.pdf,0,0,0,0,0.928
9166862,K00931.01,Kepler-731 b,CANDIDATE,CONFIRMED,19 45 34.358,+45 34 06.82,170.6787843,3.855603916,16652.7,3.2179,,0.348,87.96,0.051,0,,0.119,9.763,13.61,1212,6033,4.46,0.21,1.046,1.153,,q1_q17_dr25_stellar,1.11111E+31,350,1,0.189,Mandel and Agol (2002 ApJ 580 171),1173.9,,,5/10/2017 0:00,/missions/kepler/dv_files/0091/009166862/kplr009166862-20160209194854_dvr.pdf,/missions/kepler/dv_files/0091/009166862/kplr009166862-01-20160209194854_dvs.pdf,0,0,0,0,0.999
